"row_id","order_id","order_date","customer_id","discount","rank"
17077,"ES-2012-5419499","2022-03-17","AA-10480","0.10","6"
17078,"ES-2012-5419499","2022-03-17","AA-10480","0.10","6"
11169,"IT-2012-5602177","2022-08-30","AA-10480","0.15","7"
1330,"MX-2012-165764","2022-09-06","AA-10480","0.20","8"
1329,"MX-2012-165764","2022-09-06","AA-10480","0.00","8"
1327,"MX-2012-165764","2022-09-06","AA-10480","0.20","8"
1328,"MX-2012-165764","2022-09-06","AA-10480","0.20","8"
24151,"IN-2012-60161","2022-10-05","AA-10480","0.17","9"
24152,"IN-2012-60161","2022-10-05","AA-10480","0.17","9"
4275,"MX-2012-120684","2022-10-11","AA-10480","0.00","10"
18890,"ES-2012-3945862","2022-12-28","AA-10480","0.00","11"
34406,"CA-2013-121671","2023-07-18","AA-10480","0.00","12"
34404,"CA-2013-121671","2023-07-18","AA-10480","0.00","12"
34408,"CA-2013-121671","2023-07-18","AA-10480","0.00","12"
34405,"CA-2013-121671","2023-07-18","AA-10480","0.00","12"
34407,"CA-2013-121671","2023-07-18","AA-10480","0.00","12"
39003,"CA-2013-114601","2023-08-27","AA-10480","0.00","13"
39000,"CA-2013-114601","2023-08-27","AA-10480","0.00","13"
39002,"CA-2013-114601","2023-08-27","AA-10480","0.00","13"
39001,"CA-2013-114601","2023-08-27","AA-10480","0.00","13"
38999,"CA-2013-114601","2023-08-27","AA-10480","0.00","13"
29663,"IN-2013-44404","2023-10-29","AA-10480","0.10","14"
25915,"ID-2014-63920","2024-03-17","AA-10480","0.17","15"
31309,"CA-2014-114412","2024-04-16","AA-10480","0.20","16"
5466,"MX-2014-101980","2024-04-17","AA-10480","0.00","17"
5467,"MX-2014-101980","2024-04-17","AA-10480","0.00","17"
5465,"MX-2014-101980","2024-04-17","AA-10480","0.00","17"
5468,"MX-2014-101980","2024-04-17","AA-10480","0.00","17"
4215,"US-2014-164882","2024-05-09","AA-10480","0.40","18"
19909,"ES-2014-5925548","2024-05-16","AA-10480","0.00","19"
19910,"ES-2014-5925548","2024-05-16","AA-10480","0.00","19"
29777,"ID-2014-31440","2024-08-28","AA-10480","0.45","20"
26810,"IN-2011-76198","2021-01-26","AA-10645","0.00","1"
35317,"CA-2011-154963","2021-06-22","AA-10645","0.30","2"
35318,"CA-2011-154963","2021-06-22","AA-10645","0.40","2"
35319,"CA-2011-154963","2021-06-22","AA-10645","0.30","2"
22629,"IN-2011-44467","2021-07-21","AA-10645","0.00","3"
15969,"IT-2011-1802563","2021-11-04","AA-10645","0.50","4"
15968,"IT-2011-1802563","2021-11-04","AA-10645","0.50","4"
39302,"CA-2011-143210","2021-12-01","AA-10645","0.00","5"
39300,"CA-2011-143210","2021-12-01","AA-10645","0.00","5"
39301,"CA-2011-143210","2021-12-01","AA-10645","0.00","5"
2149,"MX-2011-144162","2021-12-22","AA-10645","0.00","6"
14203,"ES-2011-3360339","2021-12-26","AA-10645","0.00","7"
22175,"ID-2012-25315","2022-01-04","AA-10645","0.17","8"
22174,"ID-2012-25315","2022-01-04","AA-10645","0.47","8"
22176,"ID-2012-25315","2022-01-04","AA-10645","0.47","8"
6655,"MX-2012-161872","2022-02-21","AA-10645","0.00","9"
16479,"ES-2012-3704890","2022-09-19","AA-10645","0.00","10"
16480,"ES-2012-3704890","2022-09-19","AA-10645","0.00","10"
16481,"ES-2012-3704890","2022-09-19","AA-10645","0.10","10"
16638,"ES-2012-3196841","2022-09-29","AA-10645","0.00","11"
26851,"IN-2012-50886","2022-11-09","AA-10645","0.17","12"
26854,"IN-2012-50886","2022-11-09","AA-10645","0.47","12"
26853,"IN-2012-50886","2022-11-09","AA-10645","0.27","12"
26852,"IN-2012-50886","2022-11-09","AA-10645","0.17","12"
39306,"CA-2012-110863","2022-11-17","AA-10645","0.00","13"
39305,"CA-2012-110863","2022-11-17","AA-10645","0.00","13"
39304,"CA-2012-110863","2022-11-17","AA-10645","0.00","13"
4903,"MX-2012-111976","2022-12-05","AA-10645","0.20","14"
4905,"MX-2012-111976","2022-12-05","AA-10645","0.20","14"
4904,"MX-2012-111976","2022-12-05","AA-10645","0.20","14"
5851,"MX-2012-134110","2022-12-14","AA-10645","0.00","15"
5850,"MX-2012-134110","2022-12-14","AA-10645","0.00","15"
14158,"ES-2013-4736780","2023-01-30","AA-10645","0.00","16"
14157,"ES-2013-4736780","2023-01-30","AA-10645","0.00","16"
12903,"ES-2013-3475290","2023-02-22","AA-10645","0.00","17"
12902,"ES-2013-3475290","2023-02-22","AA-10645","0.00","17"
29309,"IN-2013-79530","2023-05-20","AA-10645","0.00","18"
29310,"IN-2013-79530","2023-05-20","AA-10645","0.00","18"
29311,"IN-2013-79530","2023-05-20","AA-10645","0.00","18"
1267,"MX-2013-101868","2023-06-20","AA-10645","0.00","19"
25139,"IN-2013-47197","2023-06-25","AA-10645","0.10","20"
35749,"CA-2013-147137","2023-07-05","AA-10645","0.00","21"
35748,"CA-2013-147137","2023-07-05","AA-10645","0.00","21"
35751,"CA-2013-147137","2023-07-05","AA-10645","0.00","21"
35750,"CA-2013-147137","2023-07-05","AA-10645","0.15","21"
37334,"CA-2013-131205","2023-09-05","AA-10645","0.00","22"
37336,"CA-2013-131205","2023-09-05","AA-10645","0.00","22"
37333,"CA-2013-131205","2023-09-05","AA-10645","0.00","22"
37335,"CA-2013-131205","2023-09-05","AA-10645","0.00","22"
1840,"MX-2013-156370","2023-09-07","AA-10645","0.40","23"
28941,"IN-2013-51264","2023-09-21","AA-10645","0.00","24"
28940,"IN-2013-51264","2023-09-21","AA-10645","0.00","24"
23366,"IN-2013-68274","2023-11-15","AA-10645","0.27","25"
1553,"MX-2013-118955","2023-12-20","AA-10645","0.00","26"
11783,"ES-2014-5693371","2024-01-10","AA-10645","0.40","27"
11782,"ES-2014-5693371","2024-01-10","AA-10645","0.00","27"
18182,"ES-2014-5124272","2024-04-15","AA-10645","0.00","28"
18181,"ES-2014-5124272","2024-04-15","AA-10645","0.00","28"
19866,"IT-2014-2557034","2024-05-12","AA-10645","0.50","29"
25530,"IN-2014-17118","2024-06-26","AA-10645","0.10","30"
27341,"IN-2014-76219","2024-10-13","AA-10645","0.00","31"
27343,"IN-2014-76219","2024-10-13","AA-10645","0.00","31"
27342,"IN-2014-76219","2024-10-13","AA-10645","0.00","31"
2676,"MX-2014-100041","2024-10-29","AA-10645","0.00","32"
2675,"MX-2014-100041","2024-10-29","AA-10645","0.00","32"
5401,"US-2014-122077","2024-11-06","AA-10645","0.40","33"
5400,"US-2014-122077","2024-11-06","AA-10645","0.40","33"
5399,"US-2014-122077","2024-11-06","AA-10645","0.40","33"
38786,"CA-2014-157196","2024-11-06","AA-10645","0.00","33"
27053,"ID-2014-31545","2024-11-24","AA-10645","0.07","34"
27052,"ID-2014-31545","2024-11-24","AA-10645","0.47","34"
27054,"ID-2014-31545","2024-11-24","AA-10645","0.17","34"
27669,"ID-2014-67357","2024-12-03","AA-10645","0.47","35"
43894,"TU-2011-8870","2021-06-08","AA-315","0.60","1"
43565,"UP-2013-9460","2023-08-08","AA-315","0.00","2"
43566,"UP-2013-9460","2023-08-08","AA-315","0.00","2"
48756,"RS-2013-8100","2023-08-27","AA-315","0.00","3"
42405,"TU-2013-7880","2023-09-19","AA-315","0.60","4"
44688,"BO-2014-9240","2024-06-05","AA-315","0.00","5"
44789,"GV-2014-7620","2024-07-31","AA-315","0.00","6"
46511,"TU-2014-1970","2024-12-29","AA-315","0.60","7"
50988,"PL-2011-3160","2021-06-01","AA-375","0.00","1"
50989,"PL-2011-3160","2021-06-01","AA-375","0.00","1"
50987,"PL-2011-3160","2021-06-01","AA-375","0.00","1"
50969,"SA-2011-1930","2021-09-02","AA-375","0.00","2"
41519,"NI-2012-9860","2022-01-06","AA-375","0.70","3"
50386,"BN-2012-8190","2022-04-16","AA-375","0.00","4"
45084,"KE-2012-5420","2022-06-14","AA-375","0.00","5"
43034,"CA-2012-7440","2022-09-27","AA-375","0.00","6"
42749,"ZA-2014-9260","2024-03-07","AA-375","0.00","7"
42751,"ZA-2014-9260","2024-03-07","AA-375","0.00","7"
42750,"ZA-2014-9260","2024-03-07","AA-375","0.00","7"
47386,"TU-2014-2650","2024-04-22","AA-375","0.60","8"
47385,"TU-2014-2650","2024-04-22","AA-375","0.60","8"
49048,"AO-2011-7110","2021-06-21","AA-480","0.00","1"
49049,"AO-2011-7110","2021-06-21","AA-480","0.00","1"
49051,"AO-2011-7110","2021-06-21","AA-480","0.00","1"
49050,"AO-2011-7110","2021-06-21","AA-480","0.00","1"
46561,"CA-2012-9650","2022-06-07","AA-480","0.00","2"
44848,"AG-2012-7530","2022-08-08","AA-480","0.00","3"
41409,"UP-2013-1030","2023-09-30","AA-480","0.00","4"
44065,"LH-2014-8460","2024-02-20","AA-480","0.70","5"
44067,"LH-2014-8460","2024-02-20","AA-480","0.70","5"
44066,"LH-2014-8460","2024-02-20","AA-480","0.70","5"
45685,"AG-2011-9610","2021-04-22","AA-645","0.00","1"
49012,"NI-2011-2740","2021-12-05","AA-645","0.70","2"
49011,"NI-2011-2740","2021-12-05","AA-645","0.70","2"
42348,"NI-2012-9890","2022-06-09","AA-645","0.70","3"
42349,"NI-2012-9890","2022-06-09","AA-645","0.70","3"
42347,"NI-2012-9890","2022-06-09","AA-645","0.70","3"
42350,"NI-2012-9890","2022-06-09","AA-645","0.70","3"
48200,"NI-2012-1820","2022-09-13","AA-645","0.70","4"
48201,"NI-2012-1820","2022-09-13","AA-645","0.70","4"
48202,"NI-2012-1820","2022-09-13","AA-645","0.70","4"
44264,"KG-2013-3860","2023-05-27","AA-645","0.00","5"
42073,"LY-2013-4130","2023-05-29","AA-645","0.00","6"
47624,"UP-2013-7710","2023-06-17","AA-645","0.00","7"
50539,"MO-2013-2400","2023-09-23","AA-645","0.00","8"
46735,"SF-2013-9500","2023-10-18","AA-645","0.00","9"
48665,"NI-2014-2370","2024-11-01","AA-645","0.70","10"
48666,"NI-2014-2370","2024-11-01","AA-645","0.70","10"
42713,"IZ-2014-7360","2024-11-10","AA-645","0.00","11"
39519,"CA-2011-152905","2021-02-19","AB-10015","0.20","1"
36260,"CA-2011-156587","2021-03-07","AB-10015","0.00","2"
36259,"CA-2011-156587","2021-03-07","AB-10015","0.00","2"
36258,"CA-2011-156587","2021-03-07","AB-10015","0.20","2"
12568,"ES-2011-3528133","2021-03-21","AB-10015","0.00","3"
12569,"ES-2011-3528133","2021-03-21","AB-10015","0.00","3"
12567,"ES-2011-3528133","2021-03-21","AB-10015","0.40","3"
19077,"ES-2011-4146320","2021-04-04","AB-10015","0.00","4"
19078,"ES-2011-4146320","2021-04-04","AB-10015","0.00","4"
13232,"ES-2011-4184901","2021-08-30","AB-10015","0.00","5"
13231,"ES-2011-4184901","2021-08-30","AB-10015","0.00","5"
5537,"MX-2011-154641","2021-10-14","AB-10015","0.00","6"
6580,"MX-2011-127215","2021-11-03","AB-10015","0.00","7"
20337,"IN-2012-70325","2022-01-11","AB-10015","0.00","8"
20338,"IN-2012-70325","2022-01-11","AB-10015","0.00","8"
6216,"MX-2012-111171","2022-02-14","AB-10015","0.00","9"
6217,"MX-2012-111171","2022-02-14","AB-10015","0.00","9"
13443,"ES-2012-4291867","2022-03-12","AB-10015","0.00","10"
13442,"ES-2012-4291867","2022-03-12","AB-10015","0.10","10"
13444,"ES-2012-4291867","2022-03-12","AB-10015","0.10","10"
13441,"ES-2012-4291867","2022-03-12","AB-10015","0.00","10"
13672,"ES-2012-2621001","2022-03-20","AB-10015","0.00","11"
30267,"ID-2012-66111","2022-06-14","AB-10015","0.50","12"
30266,"ID-2012-66111","2022-06-14","AB-10015","0.50","12"
11704,"IT-2012-2898980","2022-08-21","AB-10015","0.50","13"
11705,"IT-2012-2898980","2022-08-21","AB-10015","0.50","13"
22674,"ID-2012-28780","2022-12-28","AB-10015","0.17","14"
22678,"ID-2012-28780","2022-12-28","AB-10015","0.17","14"
22676,"ID-2012-28780","2022-12-28","AB-10015","0.27","14"
22677,"ID-2012-28780","2022-12-28","AB-10015","0.37","14"
22679,"ID-2012-28780","2022-12-28","AB-10015","0.17","14"
22675,"ID-2012-28780","2022-12-28","AB-10015","0.37","14"
5508,"US-2013-123806","2023-05-31","AB-10015","0.40","15"
5509,"US-2013-123806","2023-05-31","AB-10015","0.40","15"
24470,"IN-2013-37803","2023-06-25","AB-10015","0.10","16"
24464,"IN-2013-37803","2023-06-25","AB-10015","0.10","16"
24469,"IN-2013-37803","2023-06-25","AB-10015","0.10","16"
24468,"IN-2013-37803","2023-06-25","AB-10015","0.10","16"
24465,"IN-2013-37803","2023-06-25","AB-10015","0.10","16"
24467,"IN-2013-37803","2023-06-25","AB-10015","0.10","16"
24466,"IN-2013-37803","2023-06-25","AB-10015","0.10","16"
8888,"MX-2013-116197","2023-07-16","AB-10015","0.00","17"
8889,"MX-2013-116197","2023-07-16","AB-10015","0.00","17"
26162,"IN-2013-55933","2023-07-18","AB-10015","0.00","18"
26163,"IN-2013-55933","2023-07-18","AB-10015","0.00","18"
11123,"ES-2013-1413393","2023-08-13","AB-10015","0.00","19"
18947,"ES-2013-1752483","2023-10-18","AB-10015","0.15","20"
18948,"ES-2013-1752483","2023-10-18","AB-10015","0.15","20"
27726,"IN-2013-22578","2023-10-29","AB-10015","0.10","21"
27727,"IN-2013-22578","2023-10-29","AB-10015","0.10","21"
27725,"IN-2013-22578","2023-10-29","AB-10015","0.10","21"
7802,"US-2013-103450","2023-10-31","AB-10015","0.20","22"
7803,"US-2013-103450","2023-10-31","AB-10015","0.00","22"
40099,"CA-2013-140935","2023-11-11","AB-10015","0.00","23"
40098,"CA-2013-140935","2023-11-11","AB-10015","0.00","23"
573,"MX-2014-147655","2024-01-15","AB-10015","0.00","24"
572,"MX-2014-147655","2024-01-15","AB-10015","0.00","24"
17356,"IT-2014-1559800","2024-02-07","AB-10015","0.00","25"
23269,"IN-2014-13184","2024-02-10","AB-10015","0.17","26"
23268,"IN-2014-13184","2024-02-10","AB-10015","0.37","26"
23270,"IN-2014-13184","2024-02-10","AB-10015","0.37","26"
12156,"ES-2014-1181938","2024-02-12","AB-10015","0.15","27"
12157,"ES-2014-1181938","2024-02-12","AB-10015","0.00","27"
13607,"IT-2014-3675672","2024-03-11","AB-10015","0.10","28"
13608,"IT-2014-3675672","2024-03-11","AB-10015","0.00","28"
19047,"ES-2014-3856656","2024-04-23","AB-10015","0.00","29"
19048,"ES-2014-3856656","2024-04-23","AB-10015","0.00","29"
26087,"ID-2014-48583","2024-06-23","AB-10015","0.47","30"
26086,"ID-2014-48583","2024-06-23","AB-10015","0.17","30"
26084,"ID-2014-48583","2024-06-23","AB-10015","0.47","30"
26085,"ID-2014-48583","2024-06-23","AB-10015","0.27","30"
26088,"ID-2014-48583","2024-06-23","AB-10015","0.17","30"
26083,"ID-2014-48583","2024-06-23","AB-10015","0.27","30"
24144,"IN-2014-63710","2024-09-09","AB-10015","0.00","31"
24145,"IN-2014-63710","2024-09-09","AB-10015","0.00","31"
4041,"MX-2014-127901","2024-12-15","AB-10015","0.00","32"
4042,"MX-2014-127901","2024-12-15","AB-10015","0.00","32"
21387,"ID-2011-28752","2021-01-07","AB-10060","0.00","1"
26611,"IN-2011-60511","2021-03-24","AB-10060","0.10","2"
1355,"MX-2011-164917","2021-04-19","AB-10060","0.00","3"
21618,"IN-2011-30824","2021-06-01","AB-10060","0.27","4"
21617,"IN-2011-30824","2021-06-01","AB-10060","0.27","4"
25303,"IN-2012-67791","2022-06-25","AB-10060","0.00","5"
36347,"CA-2012-150511","2022-09-18","AB-10060","0.00","6"
14037,"ES-2012-1205030","2022-12-19","AB-10060","0.10","7"
17252,"ES-2013-5019108","2023-01-11","AB-10060","0.00","8"
33662,"US-2013-108637","2023-03-14","AB-10060","0.00","9"
1985,"US-2013-108336","2023-03-14","AB-10060","0.40","9"
33661,"US-2013-108637","2023-03-14","AB-10060","0.00","9"
33660,"US-2013-108637","2023-03-14","AB-10060","0.00","9"
12856,"ES-2013-4486106","2023-03-22","AB-10060","0.00","10"
1872,"MX-2013-113824","2023-04-26","AB-10060","0.00","11"
1873,"MX-2013-113824","2023-04-26","AB-10060","0.00","11"
25137,"ID-2013-53224","2023-06-21","AB-10060","0.15","12"
25136,"ID-2013-53224","2023-06-21","AB-10060","0.25","12"
25135,"ID-2013-53224","2023-06-21","AB-10060","0.45","12"
32472,"CA-2013-161207","2023-08-30","AB-10060","0.00","13"
31648,"CA-2013-129714","2023-09-02","AB-10060","0.20","14"
31650,"CA-2013-129714","2023-09-02","AB-10060","0.20","14"
31647,"CA-2013-129714","2023-09-02","AB-10060","0.00","14"
31649,"CA-2013-129714","2023-09-02","AB-10060","0.00","14"
31646,"CA-2013-129714","2023-09-02","AB-10060","0.00","14"
26795,"IN-2013-38902","2023-09-10","AB-10060","0.00","15"
26796,"IN-2013-38902","2023-09-10","AB-10060","0.00","15"
9071,"MX-2013-137456","2023-09-26","AB-10060","0.00","16"
9070,"MX-2013-137456","2023-09-26","AB-10060","0.00","16"
9072,"MX-2013-137456","2023-09-26","AB-10060","0.00","16"
31203,"ID-2013-85613","2023-10-23","AB-10060","0.40","17"
17861,"IT-2013-4343143","2023-11-26","AB-10060","0.50","18"
6849,"MX-2013-133270","2023-12-06","AB-10060","0.00","19"
6848,"MX-2013-133270","2023-12-06","AB-10060","0.00","19"
6850,"MX-2013-133270","2023-12-06","AB-10060","0.00","19"
6603,"MX-2014-159338","2024-04-17","AB-10060","0.00","20"
9227,"MX-2014-162173","2024-04-29","AB-10060","0.20","21"
9228,"MX-2014-162173","2024-04-29","AB-10060","0.20","21"
36297,"CA-2014-159688","2024-05-08","AB-10060","0.00","22"
18677,"ES-2014-4430801","2024-05-19","AB-10060","0.00","23"
18678,"ES-2014-4430801","2024-05-19","AB-10060","0.00","23"
18679,"ES-2014-4430801","2024-05-19","AB-10060","0.00","23"
26895,"ID-2014-51803","2024-05-31","AB-10060","0.47","24"
5398,"MX-2014-163839","2024-06-12","AB-10060","0.00","25"
34330,"CA-2014-134173","2024-09-17","AB-10060","0.20","26"
30538,"IN-2014-83576","2024-10-11","AB-10060","0.40","27"
4864,"MX-2014-167465","2024-10-16","AB-10060","0.40","28"
4865,"MX-2014-167465","2024-10-16","AB-10060","0.40","28"
40794,"CA-2014-118213","2024-11-06","AB-10060","0.00","29"
40795,"CA-2014-118213","2024-11-06","AB-10060","0.00","29"
40796,"CA-2014-118213","2024-11-06","AB-10060","0.00","29"
39465,"CA-2014-107174","2024-11-07","AB-10060","0.00","30"
39467,"CA-2014-107174","2024-11-07","AB-10060","0.00","30"
39466,"CA-2014-107174","2024-11-07","AB-10060","0.20","30"
4680,"US-2014-135314","2024-11-19","AB-10060","0.40","31"
4681,"US-2014-135314","2024-11-19","AB-10060","0.40","31"
4679,"US-2014-135314","2024-11-19","AB-10060","0.40","31"
5368,"US-2011-109127","2021-10-13","AB-10105","0.40","1"
35579,"CA-2011-103100","2021-12-20","AB-10105","0.00","2"
35580,"CA-2011-103100","2021-12-20","AB-10105","0.00","2"
25446,"IN-2011-51964","2021-12-28","AB-10105","0.00","3"
25443,"IN-2011-51964","2021-12-28","AB-10105","0.00","3"
25444,"IN-2011-51964","2021-12-28","AB-10105","0.00","3"
25445,"IN-2011-51964","2021-12-28","AB-10105","0.00","3"
30071,"IN-2012-13772","2022-03-06","AB-10105","0.10","4"
30072,"IN-2012-13772","2022-03-06","AB-10105","0.10","4"
11849,"ES-2012-4263971","2022-06-12","AB-10105","0.10","5"
11850,"ES-2012-4263971","2022-06-12","AB-10105","0.00","5"
26388,"IN-2012-79145","2022-06-18","AB-10105","0.10","6"
26389,"IN-2012-79145","2022-06-18","AB-10105","0.10","6"
26387,"IN-2012-79145","2022-06-18","AB-10105","0.10","6"
383,"US-2012-148425","2022-06-21","AB-10105","0.40","7"
385,"US-2012-148425","2022-06-21","AB-10105","0.40","7"
384,"US-2012-148425","2022-06-21","AB-10105","0.40","7"
25234,"ID-2012-35199","2022-10-24","AB-10105","0.40","8"
1881,"MX-2012-169390","2022-11-05","AB-10105","0.40","9"
9257,"MX-2012-164924","2022-11-06","AB-10105","0.00","10"
40401,"CA-2012-163181","2022-11-07","AB-10105","0.80","11"
40403,"CA-2012-163181","2022-11-07","AB-10105","0.40","11"
40398,"CA-2012-163181","2022-11-07","AB-10105","0.20","11"
40400,"CA-2012-163181","2022-11-07","AB-10105","0.60","11"
40402,"CA-2012-163181","2022-11-07","AB-10105","0.20","11"
40399,"CA-2012-163181","2022-11-07","AB-10105","0.20","11"
10256,"US-2012-149552","2022-11-18","AB-10105","0.60","12"
262,"MX-2012-138471","2022-11-18","AB-10105","0.20","12"
29413,"IN-2012-53119","2022-12-18","AB-10105","0.10","13"
36910,"CA-2013-147431","2023-02-02","AB-10105","0.00","14"
28229,"ID-2013-16180","2023-05-30","AB-10105","0.10","15"
28230,"ID-2013-16180","2023-05-30","AB-10105","0.10","15"
19823,"IT-2013-4744269","2023-08-29","AB-10105","0.40","16"
19824,"IT-2013-4744269","2023-08-29","AB-10105","0.00","16"
32706,"US-2013-122245","2023-09-26","AB-10105","0.50","17"
1620,"MX-2013-168137","2023-11-06","AB-10105","0.00","18"
1621,"MX-2013-168137","2023-11-06","AB-10105","0.00","18"
6919,"MX-2013-146073","2023-11-20","AB-10105","0.00","19"
6917,"MX-2013-146073","2023-11-20","AB-10105","0.00","19"
6918,"MX-2013-146073","2023-11-20","AB-10105","0.00","19"
40336,"CA-2013-117121","2023-12-18","AB-10105","0.00","20"
19065,"ES-2014-5060319","2024-04-25","AB-10105","0.00","21"
17744,"ES-2014-5241576","2024-05-19","AB-10105","0.00","22"
36011,"CA-2014-121643","2024-05-19","AB-10105","0.20","22"
